instrument,auction_date,settlement_date,leg,term_bucket,isin,amount_chf_mn,signed_chf_mn
Conf. Bonds,2014-09-10,2014-09-24,opening,11yr,CH0224396983,237.25,237.25
Conf. Bonds,2014-09-10,2014-09-24,opening,22yr,CH0127181193,171.75,171.75
GMBF,2014-06-24,2014-09-25,closing,91d,CH0036180765,707.0,-707.0
GMBF,2014-09-23,2014-09-25,opening,91d,CH0036180898,771.3,771.3
GMBF,2014-07-01,2014-10-02,closing,91d,CH0036180773,391.0,-391.0
GMBF,2014-09-30,2014-10-02,opening,91d,CH0036180906,629.05,629.05
GMBF,2014-04-08,2014-10-09,closing,182d,CH0036180658,777.9,-777.9
GMBF,2014-10-07,2014-10-09,opening,182d,CH0036180914,662.5,662.5
GMBF,2014-07-15,2014-10-16,closing,91d,CH0036180799,548.9,-548.9
GMBF,2014-10-14,2014-10-16,opening,91d,CH0036180922,808.25,808.25
GMBF,2014-07-22,2014-10-23,closing,91d,CH0036180807,673.7,-673.7
GMBF,2014-10-21,2014-10-23,opening,91d,CH0036180930,764.45,764.45
GMBF,2014-07-29,2014-10-30,closing,91d,CH0036180815,678.7,-678.7
GMBF,2014-10-28,2014-10-30,opening,91d,CH0036180948,855.2,855.2
GMBF,2014-08-05,2014-11-06,closing,91d,CH0036180823,529.2,-529.2
GMBF,2014-11-04,2014-11-06,opening,91d,CH0036180955,663.55,663.55
Conf. Bonds,2014-10-08,2014-11-10,opening,9yr,CH0127181177,138.75,138.75
Conf. Bonds,2014-10-08,2014-11-10,opening,49yr,CH0224397007,555.05,555.05
GMBF,2014-08-12,2014-11-13,closing,91d,CH0036180831,604.7,-604.7
GMBF,2014-11-11,2014-11-13,opening,91d,CH0036180963,607.0,607.0
GMBF,2014-05-20,2014-11-20,closing,182d,CH0036180716,639.55,-639.55
GMBF,2014-11-18,2014-11-20,opening,182d,CH0036180971,627.45,627.45
Conf. Bonds,2014-11-12,2014-11-26,opening,10yr,CH0184249990,208.834,208.834
GMBF,2014-08-26,2014-11-27,closing,91d,CH0036180856,671.1,-671.1
GMBF,2014-11-25,2014-11-27,opening,91d,CH0036180989,423.4,423.4
GMBF,2014-09-02,2014-12-04,closing,91d,CH0036180864,649.0,-649.0
GMBF,2014-12-02,2014-12-04,opening,91d,CH0036180997,484.15,484.15
GMBF,2014-09-09,2014-12-11,closing,91d,CH0036180872,788.5,-788.5
GMBF,2014-12-09,2014-12-11,opening,91d,CH0036181003,667.1,667.1
GMBF,2014-09-16,2014-12-18,closing,91d,CH0036180880,606.9,-606.9
GMBF,2014-12-16,2014-12-18,opening,91d,CH0036181011,488.0,488.0
GMBF,2014-09-23,2014-12-29,closing,91d,CH0036180898,771.3,-771.3
GMBF,2014-12-23,2014-12-29,opening,91d,CH0036181029,452.85,452.85
Conf. Bonds,2014-12-10,2015-01-05,opening,11yr,CH0224396983,121.0,121.0
Conf. Bonds,2014-12-10,2015-01-05,opening,22yr,CH0127181193,167.05,167.05
GMBF,2014-09-30,2015-01-05,closing,91d,CH0036180906,629.05,-629.05
GMBF,2014-12-30,2015-01-05,opening,91d,CH0036181037,176.8,176.8
GMBF,2014-01-07,2015-01-08,closing,364d,CH0036180526,899.3,-899.3
GMBF,2015-01-06,2015-01-08,opening,364d,CH0036181045,900.15,900.15
GMBF,2014-10-14,2015-01-15,closing,91d,CH0036180922,808.25,-808.25
GMBF,2015-01-13,2015-01-15,opening,91d,CH0036181052,910.55,910.55
GMBF,2014-10-21,2015-01-22,closing,91d,CH0036180930,764.45,-764.45
GMBF,2015-01-20,2015-01-22,opening,91d,CH0036181060,938.4,938.4
Conf. Bonds,2015-01-14,2015-01-28,opening,10yr,CH0184249990,300.75,300.75
Conf. Bonds,2015-01-14,2015-01-28,opening,16yr,CH0127181029,215.05,215.05
GMBF,2015-01-27,2015-01-29,opening,91d,CH0036181078,688.7,688.7
GMBF,2014-11-04,2015-02-05,closing,91d,CH0036180955,663.55,-663.55
GMBF,2015-02-03,2015-02-05,opening,91d,CH0036181086,948.5,948.5
GMBF,2014-11-11,2015-02-12,closing,91d,CH0036180963,607.0,-607.0
GMBF,2015-02-10,2015-02-12,opening,91d,CH0036181094,662.75,662.75
GMBF,2014-08-19,2015-02-19,closing,182d,CH0036180849,714.0,-714.0
GMBF,2015-02-17,2015-02-19,opening,182d,CH0036181102,647.2,647.2
Conf. Bonds,2015-02-11,2015-02-25,opening,10yr,CH0184249990,122.65,122.65
Conf. Bonds,2015-02-11,2015-02-25,opening,22yr,CH0127181193,187.975,187.975
GMBF,2014-11-25,2015-02-26,closing,91d,CH0036180989,423.4,-423.4
GMBF,2015-02-24,2015-02-26,opening,91d,CH0036181110,526.65,526.65
GMBF,2014-12-02,2015-03-05,closing,91d,CH0036180997,484.15,-484.15
GMBF,2015-03-03,2015-03-05,opening,91d,CH0036181128,616.2,616.2
GMBF,2014-12-09,2015-03-12,closing,91d,CH0036181003,667.1,-667.1
GMBF,2015-03-10,2015-03-12,opening,91d,CH0036181136,767.85,767.85
GMBF,2014-12-16,2015-03-19,closing,91d,CH0036181011,488.0,-488.0
GMBF,2015-03-17,2015-03-19,opening,91d,CH0036181144,469.9,469.9
Conf. Bonds,2015-03-11,2015-03-25,opening,11yr,CH0224396983,147.5,147.5
Conf. Bonds,2015-03-11,2015-03-25,opening,49yr,CH0224397007,207.575,207.575
GMBF,2014-12-23,2015-03-26,closing,91d,CH0036181029,452.85,-452.85
GMBF,2015-03-24,2015-03-26,opening,91d,CH0036181151,611.0,611.0
GMBF,2014-12-30,2015-04-02,closing,91d,CH0036181037,176.8,-176.8
GMBF,2015-03-31,2015-04-02,opening,91d,CH0036181169,210.95,210.95
GMBF,2014-10-07,2015-04-09,closing,182d,CH0036180914,662.5,-662.5
GMBF,2015-04-07,2015-04-09,opening,182d,CH0036181177,470.9,470.9
GMBF,2015-01-13,2015-04-16,closing,91d,CH0036181052,910.55,-910.55
GMBF,2015-04-14,2015-04-16,opening,91d,CH0036181185,443.8,443.8
Conf. Bonds,2015-04-08,2015-04-22,opening,10yr,CH0184249990,232.51,232.51
Conf. Bonds,2015-04-08,2015-04-22,opening,33yr,CH0009755197,144.865,144.865
GMBF,2015-01-20,2015-04-23,closing,91d,CH0036181060,938.4,-938.4
GMBF,2015-04-21,2015-04-23,opening,91d,CH0036181193,672.5,672.5
GMBF,2015-01-27,2015-04-30,closing,91d,CH0036181078,688.7,-688.7
GMBF,2015-04-28,2015-04-30,opening,91d,CH0036181201,521.0,521.0
GMBF,2015-02-03,2015-05-07,closing,91d,CH0036181086,948.5,-948.5
GMBF,2015-05-05,2015-05-07,opening,91d,CH0036181219,514.0,514.0
GMBF,2015-02-10,2015-05-15,closing,91d,CH0036181094,662.75,-662.75
GMBF,2015-05-12,2015-05-15,opening,91d,CH0036181227,468.25,468.25
GMBF,2014-11-18,2015-05-21,closing,182d,CH0036180971,627.45,-627.45
GMBF,2015-05-19,2015-05-21,opening,182d,CH0036181235,653.4,653.4
Conf. Bonds,2015-05-13,2015-05-27,opening,15yr,-,317.925,317.925
GMBF,2015-02-24,2015-05-28,closing,91d,CH0036181110,526.65,-526.65
GMBF,2015-05-26,2015-05-28,opening,91d,CH0036181243,517.25,517.25
GMBF,2015-03-03,2015-06-04,closing,91d,CH0036181128,616.2,-616.2
GMBF,2015-06-02,2015-06-04,opening,91d,CH0036181250,224.3,224.3
Conf. Bonds,2012-09-12,2015-06-10,closing,2yr,CH0012385586,656.0,-656.0
Conf. Bonds,2013-01-09,2015-06-10,closing,2yr,CH0012385586,230.0,-230.0
GMBF,2015-03-10,2015-06-11,closing,91d,CH0036181136,767.85,-767.85
GMBF,2015-06-09,2015-06-11,opening,91d,CH0036181268,350.0,350.0
GMBF,2015-03-17,2015-06-18,closing,91d,CH0036181144,469.9,-469.9
GMBF,2015-06-16,2015-06-18,opening,91d,CH0036181276,459.4,459.4
Conf. Bonds,2015-06-10,2015-06-24,opening,10yr,CH0184249990,250.001,250.001
GMBF,2015-03-24,2015-06-25,closing,91d,CH0036181151,611.0,-611.0
GMBF,2015-06-23,2015-06-25,opening,91d,CH0036181284,256.45,256.45
GMBF,2015-03-31,2015-07-02,closing,91d,CH0036181169,210.95,-210.95
GMBF,2015-06-30,2015-07-02,opening,91d,CH0036181292,334.0,334.0
GMBF,2014-07-08,2015-07-09,closing,364d,CH0036180781,652.85,-652.85
GMBF,2015-07-07,2015-07-09,opening,364d,CH0036181300,367.05,367.05
GMBF,2015-04-14,2015-07-16,closing,91d,CH0036181185,443.8,-443.8
GMBF,2015-07-14,2015-07-16,opening,91d,CH0036181318,201.15,201.15
Conf. Bonds,2015-07-08,2015-07-22,opening,14yr,CH0224397171,132.42,132.42
GMBF,2015-04-21,2015-07-23,closing,91d,CH0036181193,672.5,-672.5
GMBF,2015-07-21,2015-07-23,opening,91d,CH0036181326,230.5,230.5
GMBF,2015-04-28,2015-07-30,closing,91d,CH0036181201,521.0,-521.0
GMBF,2015-07-28,2015-07-30,opening,91d,CH0036181334,336.6,336.6
GMBF,2015-05-05,2015-08-06,closing,91d,CH0036181219,514.0,-514.0
GMBF,2015-08-04,2015-08-06,opening,91d,CH0036181342,399.9,399.9
GMBF,2015-05-12,2015-08-13,closing,91d,CH0036181227,468.25,-468.25
GMBF,2015-08-11,2015-08-13,opening,91d,CH0036181359,373.0,373.0
GMBF,2015-02-17,2015-08-20,closing,182d,CH0036181102,647.2,-647.2
GMBF,2015-08-18,2015-08-20,opening,182d,CH0036181367,438.15,438.15
GMBF,2015-05-26,2015-08-27,closing,91d,CH0036181243,517.25,-517.25
GMBF,2015-08-25,2015-08-27,opening,91d,CH0036181375,291.95,291.95
GMBF,2015-06-02,2015-09-03,closing,91d,CH0036181250,224.3,-224.3
GMBF,2015-09-01,2015-09-03,opening,91d,CH0036181383,206.2,206.2
GMBF,2015-06-09,2015-09-10,closing,91d,CH0036181268,350.0,-350.0
GMBF,2015-09-08,2015-09-10,opening,91d,CH0036181391,341.1,341.1
GMBF,2015-06-16,2015-09-17,closing,91d,CH0036181276,459.4,-459.4
GMBF,2015-09-15,2015-09-17,opening,91d,CH0036181409,279.7,279.7
Conf. Bonds,2015-09-09,2015-09-23,opening,10yr,CH0224396983,66.1,66.1
GMBF,2015-06-23,2015-09-24,closing,91d,CH0036181284,256.45,-256.45
GMBF,2015-09-22,2015-09-24,opening,91d,CH0036181417,325.0,325.0
GMBF,2015-06-30,2015-10-01,closing,91d,CH0036181292,334.0,-334.0
GMBF,2015-09-29,2015-10-01,opening,91d,CH0036181425,214.1,214.1
GMBF,2015-04-07,2015-10-08,closing,182d,CH0036181177,470.9,-470.9
GMBF,2015-10-06,2015-10-08,opening,182d,CH0036181433,501.7,501.7
GMBF,2015-07-14,2015-10-15,closing,91d,CH0036181318,201.15,-201.15
GMBF,2015-10-13,2015-10-15,opening,91d,CH0036181441,405.2,405.2
GMBF,2015-07-21,2015-10-22,closing,91d,CH0036181326,230.5,-230.5
GMBF,2015-10-20,2015-10-22,opening,91d,CH0036181458,383.1,383.1
GMBF,2015-07-28,2015-10-29,closing,91d,CH0036181334,336.6,-336.6
GMBF,2015-10-27,2015-10-29,opening,91d,CH0036181466,203.2,203.2
GMBF,2015-08-04,2015-11-05,closing,91d,CH0036181342,399.9,-399.9
GMBF,2015-11-03,2015-11-05,opening,91d,CH0036181474,330.5,330.5
GMBF,2015-08-11,2015-11-12,closing,91d,CH0036181359,373.0,-373.0
GMBF,2015-11-10,2015-11-12,opening,91d,CH0036181482,541.4,541.4
GMBF,2015-05-19,2015-11-19,closing,182d,CH0036181235,653.4,-653.4
GMBF,2015-11-17,2015-11-19,opening,182d,CH0036181490,594.35,594.35
Conf. Bonds,2015-11-11,2015-11-25,opening,14yr,CH0224397171,112.73,112.73
GMBF,2015-08-25,2015-11-26,closing,91d,CH0036181375,291.95,-291.95
GMBF,2015-11-24,2015-11-26,opening,91d,CH0036181508,268.95,268.95
GMBF,2015-09-01,2015-12-03,closing,91d,CH0036181383,206.2,-206.2
GMBF,2015-12-01,2015-12-03,opening,91d,CH0036181516,497.0,497.0
GMBF,2015-09-08,2015-12-10,closing,91d,CH0036181391,341.1,-341.1
GMBF,2015-12-08,2015-12-10,opening,91d,CH0036181524,395.7,395.7
GMBF,2015-09-15,2015-12-17,closing,91d,CH0036181409,279.7,-279.7
GMBF,2015-12-15,2015-12-17,opening,91d,CH0036181532,327.9,327.9
GMBF,2015-09-22,2015-12-24,closing,91d,CH0036181417,325.0,-325.0
GMBF,2015-12-22,2015-12-24,opening,91d,CH0036181540,360.25,360.25
GMBF,2015-09-29,2015-12-31,closing,91d,CH0036181425,214.1,-214.1
GMBF,2015-12-29,2015-12-31,opening,91d,CH0036181557,428.3,428.3
Conf. Bonds,2015-12-09,2016-01-06,opening,10yr,CH0224396983,100.1,100.1
Conf. Bonds,2015-12-09,2016-01-06,opening,33yr,CH0009755197,242.8,242.8
GMBF,2015-01-06,2016-01-07,closing,364d,CH0036181045,900.15,-900.15
GMBF,2016-01-05,2016-01-07,opening,364d,CH0036181565,558.35,558.35
GMBF,2015-10-13,2016-01-14,closing,91d,CH0036181441,405.2,-405.2
GMBF,2016-01-12,2016-01-14,opening,91d,CH0036181573,550.9,550.9
GMBF,2015-10-20,2016-01-21,closing,91d,CH0036181458,383.1,-383.1
GMBF,2016-01-19,2016-01-21,opening,91d,CH0036181581,455.2,455.2
Conf. Bonds,2016-01-13,2016-01-27,opening,14yr,CH0224397171,315.377,315.377
Conf. Bonds,2016-01-13,2016-01-27,opening,48yr,CH0224397007,71.45,71.45
GMBF,2015-10-27,2016-01-28,closing,91d,CH0036181466,203.2,-203.2
GMBF,2015-01-26,2016-01-28,opening,91d,CH0036181599,564.4,564.4
GMBF,2015-11-03,2016-02-04,closing,91d,CH0036181474,330.5,-330.5
GMBF,2016-02-02,2016-02-04,opening,91d,CH0036181607,381.8,381.8
GMBF,2015-11-10,2016-02-11,closing,91d,CH0036181482,541.4,-541.4
GMBF,2016-02-09,2016-02-11,opening,91d,CH0036181615,552.4,552.4
GMBF,2015-08-18,2016-02-18,closing,182d,CH0036181367,438.15,-438.15
GMBF,2016-02-16,2016-02-18,opening,182d,CH0036168162,572.15,572.15
Conf. Bonds,2016-02-10,2016-02-24,opening,10yr,CH0224396983,64.1,64.1
Conf. Bonds,2016-02-10,2016-02-24,opening,26yr,CH0127181169,273.72,273.72
GMBF,2015-11-24,2016-02-25,closing,91d,CH0036181508,268.95,-268.95
GMBF,2016-02-23,2016-02-25,opening,91d,CH0036181631,620.35,620.35
GMBF,2015-12-01,2016-03-03,closing,91d,CH0036181516,497.0,-497.0
GMBF,2016-03-01,2016-03-03,opening,91d,CH0036181649,890.0,890.0
GMBF,2015-12-08,2016-03-10,closing,91d,CH0036181524,395.7,-395.7
GMBF,2016-03-08,2016-03-10,opening,91d,CH0036181656,478.3,478.3
Conf. Bonds,2016-03-09,2016-03-14,opening,14yr,CH0224397171,103.9,103.9
Conf. Bonds,2016-03-09,2016-03-14,opening,32yr,CH0009755197,330.325,330.325
GMBF,2016-12-13,2016-03-16,closing,91d,CH0036182050,505.2,-505.2
GMBF,2015-12-15,2016-03-17,closing,91d,CH0036181532,327.9,-327.9
GMBF,2016-03-15,2016-03-17,opening,91d,CH0036181664,458.45,458.45
GMBF,2015-12-22,2016-03-24,closing,91d,CH0036181540,360.25,-360.25
GMBF,2016-03-22,2016-03-24,opening,91d,CH0036181672,580.0,580.0
GMBF,2015-12-29,2016-03-31,closing,91d,CH0036181557,428.3,-428.3
GMBF,2016-03-29,2016-03-31,opening,91d,CH0036181680,443.5,443.5
GMBF,2015-10-06,2016-04-07,closing,182d,CH0036181433,501.7,-501.7
GMBF,2016-04-05,2016-04-07,opening,182d,CH0036181698,479.95,479.95
GMBF,2016-01-12,2016-04-14,closing,91d,CH0036181573,550.9,-550.9
GMBF,2016-04-12,2016-04-14,opening,91d,CH0036181706,526.2,526.2
GMBF,2016-01-19,2016-04-21,closing,91d,CH0036181581,455.2,-455.2
GMBF,2016-04-19,2016-04-21,opening,91d,CH0036181714,537.8,537.8
Conf. Bonds,2016-04-13,2016-04-27,opening,6yr,CH0127181011,330.1,330.1
Conf. Bonds,2016-04-13,2016-04-27,opening,48yr,CH0224397007,88.3,88.3
GMBF,2015-01-26,2016-04-28,closing,91d,CH0036181599,564.4,-564.4
GMBF,2016-04-26,2016-04-28,opening,91d,CH0036181722,367.15,367.15
GMBF,2016-02-02,2016-05-06,closing,91d,CH0036181607,381.8,-381.8
GMBF,2016-05-03,2016-05-06,opening,91d,CH0036181730,366.9,366.9
GMBF,2016-02-09,2016-05-12,closing,91d,CH0036181615,552.4,-552.4
GMBF,2016-05-10,2016-05-12,opening,91d,CH0036181748,400.0,400.0
GMBF,2015-11-17,2016-05-19,closing,182d,CH0036181490,594.35,-594.35
GMBF,2016-05-17,2016-05-19,opening,182d,CH0036181755,457.0,457.0
GMBF,2016-02-23,2016-05-26,closing,91d,CH0036181631,620.35,-620.35
GMBF,2016-05-24,2016-05-26,opening,91d,CH0036181763,386.35,386.35
Conf. Bonds,2016-05-11,2016-05-30,opening,10yr,CH0224396983,127.32,127.32
Conf. Bonds,2016-05-11,2016-05-30,opening,42yr,CH0224397338,168.58,168.58
GMBF,2016-03-01,2016-06-02,closing,91d,CH0036181649,890.0,-890.0
GMBF,2016-05-31,2016-06-02,opening,91d,CH0036181771,430.5,430.5
GMBF,2016-03-08,2016-06-09,closing,91d,CH0036181656,478.3,-478.3
GMBF,2016-06-07,2016-06-09,opening,91d,CH0036181789,396.7,396.7
GMBF,2016-03-15,2016-06-16,closing,91d,CH0036181664,458.45,-458.45
GMBF,2016-06-14,2016-06-16,opening,91d,CH0036181797,372.2,372.2
Conf. Bonds,2016-06-08,2016-06-22,opening,13yr,CH0224397346,308.17,308.17
GMBF,2016-03-22,2016-06-23,closing,91d,CH0036181672,580.0,-580.0
GMBF,2016-06-21,2016-06-23,opening,91d,CH0036181805,327.85,327.85
GMBF,2016-03-29,2016-06-30,closing,91d,CH0036181680,443.5,-443.5
GMBF,2016-06-28,2016-06-30,opening,91d,CH0036181813,466.0,466.0
GMBF,2015-07-07,2016-07-07,closing,364d,CH0036181300,367.05,-367.05
GMBF,2016-07-05,2016-07-07,opening,364d,CH0036181821,565.1,565.1
GMBF,2016-04-12,2016-07-14,closing,91d,CH0036181706,526.2,-526.2
GMBF,2016-07-12,2016-07-14,opening,91d,CH0036181839,419.6,419.6
GMBF,2016-04-19,2016-07-21,closing,91d,CH0036181714,537.8,-537.8
GMBF,2016-07-19,2016-07-21,opening,91d,CH0036181847,367.75,367.75
Conf. Bonds,2016-07-13,2016-07-27,opening,41yr,CH0224397338,131.45,131.45
GMBF,2016-04-26,2016-07-28,closing,91d,CH0036181722,367.15,-367.15
GMBF,2016-07-26,2016-07-28,opening,91d,CH0036181854,359.4,359.4
GMBF,2016-05-03,2016-08-04,closing,91d,CH0036181730,366.9,-366.9
GMBF,2016-08-02,2016-08-04,opening,91d,CH0036181862,377.0,377.0
GMBF,2016-05-10,2016-08-11,closing,91d,CH0036181748,400.0,-400.0
GMBF,2016-08-09,2016-08-11,opening,91d,CH0036181870,437.3,437.3
GMBF,2016-02-16,2016-08-18,closing,182d,CH0036168162,572.15,-572.15
GMBF,2016-08-16,2016-08-18,opening,182d,CH0036181888,392.55,392.55
GMBF,2016-05-24,2016-08-25,closing,91d,CH0036181763,386.35,-386.35
GMBF,2016-08-23,2016-08-25,opening,91d,CH0036181896,439.75,439.75
GMBF,2016-05-31,2016-09-01,closing,91d,CH0036181771,430.5,-430.5
GMBF,2016-08-30,2016-09-01,opening,91d,CH0036181904,440.15,440.15
GMBF,2016-06-07,2016-09-08,closing,91d,CH0036181789,396.7,-396.7
GMBF,2016-09-06,2016-09-08,opening,91d,CH0036181912,375.7,375.7
GMBF,2016-06-14,2016-09-15,closing,91d,CH0036181797,372.2,-372.2
GMBF,2016-09-13,2016-09-15,opening,91d,CH0036181920,410.2,410.2
GMBF,2016-06-21,2016-09-22,closing,91d,CH0036181805,327.85,-327.85
GMBF,2016-09-20,2016-09-22,opening,91d,CH0036181938,358.4,358.4
Conf. Bonds,2016-09-14,2016-09-28,opening,9yr,CH0224396983,198.65,198.65
GMBF,2016-06-28,2016-09-29,closing,91d,CH0036181813,466.0,-466.0
GMBF,2016-09-27,2016-09-29,opening,91d,CH0036181946,394.85,394.85
GMBF,2016-04-05,2016-10-06,closing,182d,CH0036181698,479.95,-479.95
GMBF,2016-10-04,2016-10-06,opening,182d,CH0036181953,472.15,472.15
GMBF,2016-07-12,2016-10-13,closing,91d,CH0036181839,419.6,-419.6
GMBF,2016-10-11,2016-10-13,opening,91d,CH0036181961,377.2,377.2
GMBF,2016-07-19,2016-10-20,closing,91d,CH0036181847,367.75,-367.75
GMBF,2016-10-18,2016-10-20,opening,91d,CH0036181979,400.0,400.0
Conf. Bonds,2016-10-12,2016-10-26,opening,12yr,CH0224397346,137.9,137.9
GMBF,2016-07-26,2016-10-27,closing,91d,CH0036181854,359.4,-359.4
GMBF,2016-10-25,2016-10-27,opening,91d,CH0036181987,403.1,403.1
GMBF,2016-08-02,2016-11-03,closing,91d,CH0036181862,377.0,-377.0
GMBF,2016-11-01,2016-11-03,opening,91d,CH0036181995,367.2,367.2
GMBF,2016-08-09,2016-11-10,closing,91d,CH0036181870,437.3,-437.3
GMBF,2016-11-08,2016-11-10,opening,91d,CH0036182001,434.3,434.3
GMBF,2016-05-17,2016-11-17,closing,182d,CH0036181755,457.0,-457.0
GMBF,2016-11-15,2016-11-17,opening,182d,CH0036182019,444.0,444.0
Conf. Bonds,2016-11-09,2016-11-23,opening,41yr,CH0224397338,236.3,236.3
GMBF,2016-11-22,2016-11-24,opening,91d,CH0036182027,423.85,423.85
GMBF,2016-08-30,2016-12-01,closing,91d,CH0036181904,440.15,-440.15
GMBF,2016-11-29,2016-12-01,opening,91d,CH0036182035,368.15,368.15
GMBF,2016-09-06,2016-12-08,closing,91d,CH0036181912,375.7,-375.7
GMBF,2016-12-06,2016-12-08,opening,91d,CH0036182043,418.8,418.8
GMBF,2016-09-13,2016-12-15,closing,91d,CH0036181920,410.2,-410.2
GMBF,2016-12-13,2016-12-15,opening,91d,CH0036182050,505.2,505.2
GMBF,2016-09-20,2016-12-22,closing,91d,CH0036181938,358.4,-358.4
GMBF,2016-12-20,2016-12-22,opening,91d,CH0036182068,433.8,433.8
GMBF,2016-09-27,2016-12-29,closing,91d,CH0036181946,394.85,-394.85
GMBF,2016-12-27,2016-12-29,opening,91d,CH0036182076,385.35,385.35
GMBF,2016-01-05,2017-01-05,closing,364d,CH0036181565,558.35,-558.35
GMBF,2017-01-03,2017-01-05,opening,364d,CH0036182084,446.7,446.7
Conf. Bonds,2016-12-14,2017-01-06,opening,12yr,CH0224397346,598.6,598.6
Conf. Bonds,2016-12-14,2017-01-06,opening,32yr,CH0009755197,78.5,78.5
GMBF,2016-10-11,2017-01-12,closing,91d,CH0036181961,377.2,-377.2
GMBF,2017-01-10,2017-01-12,opening,91d,CH0036182092,464.6,464.6
GMBF,2016-10-18,2017-01-19,closing,91d,CH0036181979,400.0,-400.0
GMBF,2017-01-17,2017-01-19,opening,91d,CH0036182100,549.5,549.5
Conf. Bonds,2017-01-11,2017-01-25,opening,41yr,CH0224397338,104.7,104.7
GMBF,2016-10-25,2017-01-26,closing,91d,CH0036181987,403.1,-403.1
GMBF,2017-01-24,2017-01-26,opening,91d,CH0036182118,456.7,456.7
GMBF,2016-11-01,2017-02-02,closing,91d,CH0036181995,367.2,-367.2
GMBF,2017-01-31,2017-02-02,opening,91d,CH0036182126,539.5,539.5
GMBF,2016-11-08,2017-02-09,closing,91d,CH0036182001,434.3,-434.3
GMBF,2017-02-07,2017-02-09,opening,91d,CH0036182134,605.8,605.8
GMBF,2016-08-16,2017-02-16,closing,182d,CH0036181888,392.55,-392.55
GMBF,2016-08-23,2017-02-16,closing,91d,CH0036181896,439.75,-439.75
GMBF,2017-02-14,2017-02-16,opening,182d,CH0036182142,616.35,616.35
Conf. Bonds,2017-02-08,2017-02-22,opening,13yr,CH0224397171,239.57,239.57
Conf. Bonds,2017-02-08,2017-02-22,opening,31yr,CH0009755197,94.935,94.935
GMBF,2016-11-22,2017-02-23,closing,91d,CH0036182027,423.85,-423.85
GMBF,2017-02-21,2017-02-23,opening,91d,CH0036182159,496.05,496.05
GMBF,2016-11-29,2017-03-02,closing,91d,CH0036182035,368.15,-368.15
GMBF,2017-02-28,2017-03-02,opening,91d,CH0036182167,602.15,602.15
GMBF,2016-12-06,2017-03-09,closing,91d,CH0036182043,418.8,-418.8
GMBF,2017-03-07,2017-03-09,opening,91d,CH0036182175,633.4,633.4
GMBF,2017-03-14,2017-03-16,opening,91d,CH0036182183,516.2,516.2
Conf. Bonds,2017-03-08,2017-03-22,opening,9yr,CH0224396983,134.11,134.11
Conf. Bonds,2017-03-08,2017-03-22,opening,14yr,CH0127181029,163.35,163.35
GMBF,2016-12-20,2017-03-23,closing,91d,CH0036182068,433.8,-433.8
GMBF,2017-03-21,2017-03-23,opening,91d,CH0036182191,473.0,473.0
GMBF,2016-12-27,2017-03-30,closing,91d,CH0036182076,385.35,-385.35
GMBF,2017-03-28,2017-03-30,opening,91d,CH0036182209,435.5,435.5
GMBF,2016-10-04,2017-04-06,closing,182d,CH0036181953,472.15,-472.15
GMBF,2017-04-04,2017-04-06,opening,182d,CH0036182217,487.0,487.0
GMBF,2017-01-10,2017-04-13,closing,91d,CH0036182092,464.6,-464.6
GMBF,2017-04-11,2017-04-13,opening,91d,CH0036182225,488.6,488.6
GMBF,2017-01-17,2017-04-20,closing,91d,CH0036182100,549.5,-549.5
GMBF,2017-04-18,2017-04-20,opening,91d,CH0036182233,477.0,477.0
Conf. Bonds,2017-04-12,2017-04-26,opening,12yr,CH0224397346,141.6,141.6
Conf. Bonds,2017-04-12,2017-04-26,opening,41yr,CH0224397338,108.8,108.8
GMBF,2017-01-24,2017-04-27,closing,91d,CH0036182118,456.7,-456.7
GMBF,2017-04-25,2017-04-27,opening,91d,CH0036182241,429.0,429.0
GMBF,2017-01-31,2017-05-04,closing,91d,CH0036182126,539.5,-539.5
GMBF,2017-05-02,2017-05-04,opening,91d,CH0036182258,492.2,492.2
GMBF,2017-02-07,2017-05-11,closing,91d,CH0036182134,605.8,-605.8
GMBF,2017-05-09,2017-05-11,opening,91d,CH0036182266,490.75,490.75
GMBF,2016-11-15,2017-05-18,closing,182d,CH0036182019,444.0,-444.0
GMBF,2017-05-16,2017-05-18,opening,182d,CH0036182274,447.85,447.85
Conf. Bonds,2017-05-10,2017-05-24,opening,10yr,CH0031835561,279.42,279.42
Conf. Bonds,2017-05-10,2017-05-24,opening,38yr,CH0344958472,79.65,79.65
GMBF,2017-02-21,2017-05-26,closing,91d,CH0036182159,496.05,-496.05
GMBF,2017-05-23,2017-05-26,opening,91d,CH0036182282,443.9,443.9
GMBF,2017-02-28,2017-06-01,closing,91d,CH0036182167,602.15,-602.15
GMBF,2017-05-30,2017-06-01,opening,91d,CH0036182290,445.7,445.7
GMBF,2017-03-07,2017-06-08,closing,91d,CH0036182175,633.4,-633.4
GMBF,2017-06-06,2017-06-08,opening,91d,CH0036182308,546.05,546.05
GMBF,2017-03-14,2017-06-15,closing,91d,CH0036182183,516.2,-516.2
GMBF,2017-06-13,2017-06-15,opening,91d,CH0036182316,601.1,601.1
GMBF,2017-03-21,2017-06-22,closing,91d,CH0036182191,473.0,-473.0
GMBF,2017-06-20,2017-06-22,opening,91d,CH0036182324,507.2,507.2
Conf. Bonds,2017-06-14,2017-06-28,opening,8yr,CH0224396983,188.6,188.6
